evidence_id,task_id,course_code,source_surface,module_title,group_name,canvas_type,due,href,evidence_text
ev-00099,MTH-252-module-7-discussion-reflection-mini-exam-3-0-5-hour,MTH-252,modules,Module 7: Applications of Integration - Graphical,,Discussion Topic,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982618,Discussion Topic Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour 15 11 discussion_topic 26982618 1 Aug 11 15 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00100,MTH-252-module-8-overview,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982619,Page Module 8 — Overview Module 8 — Overview 1 wiki_page 26982619 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00101,MTH-252-module-8-learning-materials-and-practice-activities-3-5-hours,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982620,Page Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours 2 wiki_page 26982620 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00102,MTH-252-dr-g-s-lecture-notes-sects-2-1-2-2-2-3-2-4,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Attachment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982621,"Attachment Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4 Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4 3 attachment 26982621 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00103,MTH-252-dr-g-s-lecture-notes-2-3-2-4-pdf,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Attachment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982622,Attachment Dr G's Lecture Notes --> 2.3-2.4.pdf Dr G's Lecture Notes --> 2.3-2.4.pdf 4 attachment 26982622 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00104,MTH-252-dr-g-s-videos-2-3-2-4,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982623,"Page Dr G's Videos --> 2.3, 2.4 Dr G's Videos --> 2.3, 2.4 5 wiki_page 26982623 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00105,MTH-252-rq-2-3,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Quiz,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982624,Quiz RQ-2.3 RQ-2.3 10 6 quiz 26982624 1 Aug 17 10 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00106,MTH-252-rq-2-4,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Quiz,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982625,Quiz RQ-2.4 RQ-2.4 10 7 quiz 26982625 1 Aug 17 10 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00107,MTH-252-module-8-written-homework-whw-8-3-hours,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982626,Assignment Module 8 — Written Homework (WHW 8) 🕓 3 hours Module 8 — Written Homework (WHW 8) 🕓 3 hours 21 8 assignment 26982626 1 Aug 17 21 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00108,MTH-252-module-8-discussion-reflection-whw-8-0-5-hour,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Discussion Topic,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982627,Discussion Topic Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour 15 9 discussion_topic 26982627 1 Aug 22 15 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00109,MTH-252-achieve-2-3-volumes-of-revolution-cylindrical-shells,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982628,Assignment Achieve - 2.3 Volumes of Revolution: Cylindrical Shells Achieve - 2.3 Volumes of Revolution: Cylindrical Shells 100 10 assignment 26982628 1 Aug 17 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00110,MTH-252-acheive-2-4-arc-length-of-a-curve-no-surface-area,MTH-252,modules,Module 8: Application of Integration - Graphical and Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982629,Assignment Acheive - 2.4 Arc Length of a Curve (NO Surface Area) Acheive - 2.4 Arc Length of a Curve (NO Surface Area) 100 11 assignment 26982629 1 Aug 17 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00111,MTH-252-mini-exam-4-tuesday-to-thursday,MTH-252,modules,Mini-Exam 4: Available Tuesday - Thursday of Week 9,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982630,Assignment Mini-Exam 4 --> Tuesday to Thursday Mini-Exam 4 --> Tuesday to Thursday 50 1 assignment 26982630 1 Aug 20 50 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00112,MTH-252-module-9-overview,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982631,Page Module 9 — Overview Module 9 — Overview 1 wiki_page 26982631 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00113,MTH-252-module-9-learning-materials-and-practice-activities-3-5-hours,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982632,Page Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours 2 wiki_page 26982632 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00114,MTH-252-dr-g-s-lecture-notes-sects-2-5-1-2-5-2-3-7,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Attachment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982633,"Attachment Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 3 attachment 26982633 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00115,MTH-252-dr-g-s-videos-2-5,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982634,Page Dr. G's Videos --> 2.5 Dr. G's Videos --> 2.5 4 wiki_page 26982634 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00116,MTH-252-rq-2-5,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Quiz,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982635,Quiz RQ-2.5 RQ-2.5 10 5 quiz 26982635 1 Aug 24 10 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00117,MTH-252-module-9-written-homework-whw-9-3-hours,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982636,Assignment Module 9 — Written Homework (WHW 9) 🕓 3 hours Module 9 — Written Homework (WHW 9) 🕓 3 hours 20 6 assignment 26982636 1 Aug 24 20 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00118,MTH-252-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Discussion Topic,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982637,Discussion Topic Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour 15 7 discussion_topic 26982637 1 Aug 29 15 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00119,MTH-252-achieve-2-5-1-physical-applications,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982638,Assignment Achieve - 2.5 - 1 Physical Applications Achieve - 2.5 - 1 Physical Applications 100 8 assignment 26982638 1 Aug 24 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00120,MTH-252-achieve-2-5-2-physical-applications,MTH-252,modules,Module 9: Applications of Integration - Real-World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982639,Assignment Achieve - 2.5 - 2 Physical Applications Achieve - 2.5 - 2 Physical Applications 100 9 assignment 26982639 1 Aug 24 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00121,MTH-252-mini-exam-retake-sign-up,MTH-252,modules,Module 10: Applications of Integration - Real World,,Quiz,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982640,Quiz Mini-Exam Retake Sign Up Mini-Exam Retake Sign Up 1 quiz 26982640 0 Aug 24 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00122,MTH-252-module-10-overview,MTH-252,modules,Module 10: Applications of Integration - Real World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982641,Page Module 10 - Overview Module 10 - Overview 2 wiki_page 26982641 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00123,MTH-252-module-10-learning-materials-and-practice-activities-3-5-hours,MTH-252,modules,Module 10: Applications of Integration - Real World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982643,Page Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours 3 wiki_page 26982643 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00124,MTH-252-dr-g-s-lecture-notes-sects-2-5-1-2-5-2-3-7,MTH-252,modules,Module 10: Applications of Integration - Real World,,Attachment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982644,"Attachment Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 4 attachment 26982644 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00125,MTH-252-dr-g-s-videos-3-7,MTH-252,modules,Module 10: Applications of Integration - Real World,,Page,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982645,Page Dr G's Videos --> 3.7 Dr G's Videos --> 3.7 5 wiki_page 26982645 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00126,MTH-252-rq-3-7,MTH-252,modules,Module 10: Applications of Integration - Real World,,Quiz,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982646,Quiz RQ-3.7 RQ-3.7 10 6 quiz 26982646 1 Aug 31 10 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00127,MTH-252-reflection-3,MTH-252,modules,Module 10: Applications of Integration - Real World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982647,Assignment Reflection 3 Reflection 3 100 7 assignment 26982647 1 Aug 31 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00128,MTH-252-achieve-3-7-improper-integrals,MTH-252,modules,Module 10: Applications of Integration - Real World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982648,Assignment Achieve - 3.7 Improper Integrals Achieve - 3.7 Improper Integrals 100 8 assignment 26982648 1 Aug 31 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00129,MTH-252-module-10-written-homework-whw-10-3-hours,MTH-252,modules,Module 10: Applications of Integration - Real World,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982649,Assignment Module 10 — Written Homework (WHW 10) 🕓 3 hours Module 10 — Written Homework (WHW 10) 🕓 3 hours 20 9 assignment 26982649 1 Aug 31 20 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00130,MTH-252-retake-only-one-retake-submission-is-permitted-1,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Context Module Sub Header,,,Context Module Sub Header Retake - Only ONE retake submission is permitted. 1 context_module_sub_header 26982651 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00131,MTH-252-final-mini-exam-5-monday-to-wednesday,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982652,Assignment Final Mini-Exam 5 --> Monday to Wednesday Final Mini-Exam 5 --> Monday to Wednesday 75 2 assignment 26982652 1 Sep 2 75 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00132,MTH-252-mini-exam-1-retake,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982653,Assignment Mini-Exam 1 - Retake Mini-Exam 1 - Retake 50 3 assignment 26982653 1 Sep 2 50 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00133,MTH-252-mini-exam-2-retake,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982654,Assignment Mini-Exam 2 - Retake Mini-Exam 2 - Retake 50 4 assignment 26982654 1 Sep 2 50 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00134,MTH-252-mini-exam-3-retake,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982655,Assignment Mini-Exam 3 - Retake Mini-Exam 3 - Retake 50 5 assignment 26982655 1 Sep 2 50 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00135,MTH-252-mini-exam-4-retake,MTH-252,modules,Final Exam: Available Monday - Wednesday of week 11,,Assignment,,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982656,Assignment Mini-Exam 4 - Retake Mini-Exam 4 - Retake 50 6 assignment 26982656 1 Sep 2 50 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00136,MTH-252-what-is-calculus-links-to-an-external-site,MTH-252,modules,Intro to Calculus,,External Url,,https://youtu.be/tXnYk5zLPTI,External Url What is Calculus? Links to an external site. What is Calculus? 1 external_url 26982657 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00137,MTH-252-upper-lower-left-and-right-sums-links-to-an-external-site,MTH-252,modules,1.1 Approximating Area Under the Curve,,External Url,,https://youtu.be/bVYrCrG0ggo,"External Url Upper, Lower, Left, and Right Sums Links to an external site. Upper, Lower, Left, and Right Sums 1 external_url 26982658 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
