module_item_id,canvas_module_item_id,course_id,course_code,module_id,module_order,item_order,title,item_type,destination_canvas_object_type,destination_canvas_object_id,destination_object_id,destination_page_id,href,external_href,indent,requirements,requirement_raw,capture_status,source_page_id,source_url,source_text_sample
mi-mth-252-26982620,26982620,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,102,Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours,Page,page,module-8-learning-materials-and-practice-activities-3-5-hours-2,obj-mth-252-page-module-8-learning-materials-and-practice-activities-3-5-hours-2,00122-mth-252-module-item-module-8-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u20,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982620,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724888 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours 2 wiki_page 26982620 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Modu
mi-mth-252-26982621,26982621,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,103,"Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4",Attachment,file,119223597,obj-mth-252-file-119223597,00123-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982621,,2,,context_module_item student-view attachment indent_2 _requirement Attachment_119223597,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,"Attachment Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4 Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4 3 attachment 26982621 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and i"
mi-mth-252-26982622,26982622,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,104,Dr G's Lecture Notes --> 2.3-2.4.pdf,Attachment,file,119223466,obj-mth-252-file-119223466,00124-mth-252-module-item-lecture-2-3-2-4-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982622,,2,,context_module_item student-view attachment indent_2 _requirement Attachment_119223466,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Attachment Dr G's Lecture Notes --> 2.3-2.4.pdf Dr G's Lecture Notes --> 2.3-2.4.pdf 4 attachment 26982622 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must ma
mi-mth-252-26982623,26982623,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,105,"Dr G's Videos --> 2.3, 2.4",Page,page,dr-gs-videos-%3E-2-dot-3-2-dot-4,obj-mth-252-page-dr-gs-videos-3e-2-dot-3-2-dot-4,00125-mth-252-module-item-dr-g-s-videos-2-3-2-4-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982623,,2,,context_module_item student-view wiki_page indent_2 _requirement WikiPage_10724860 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,"Page Dr G's Videos --> 2.3, 2.4 Dr G's Videos --> 2.3, 2.4 5 wiki_page 26982623 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in"
mi-mth-252-26982624,26982624,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,106,RQ-2.3,Quiz,quiz,3167665,obj-mth-252-quiz-3167665,00126-mth-252-module-item-rq-2-3-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982624,,0,,context_module_item student-view lti-quiz also_assignment indent_0 _requirement Quiz_3167665,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz RQ-2.3 RQ-2.3 10 6 quiz 26982624 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item
mi-mth-252-26982625,26982625,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,107,RQ-2.4,Quiz,quiz,3167663,obj-mth-252-quiz-3167663,00127-mth-252-module-item-rq-2-4-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982625,,0,,context_module_item student-view lti-quiz also_assignment indent_0 _requirement Quiz_3167663,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz RQ-2.4 RQ-2.4 10 7 quiz 26982625 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item
mi-mth-252-26982626,26982626,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,108,Module 8 — Written Homework (WHW 8) 🕓 3 hours,Assignment,assignment,10586061,obj-mth-252-assignment-10586061,00128-mth-252-module-item-module-8-written-homework-whw-8-3-hours,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982626,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586061,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Module 8 — Written Homework (WHW 8) 🕓 3 hours Module 8 — Written Homework (WHW 8) 🕓 3 hours 21 8 assignment 26982626 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is com
mi-mth-252-26982627,26982627,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,109,Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour,Discussion Topic,discussion,11593468,obj-mth-252-discussion-11593468,00129-mth-252-module-item-topic-module-8-discussion-reflection-whw-8-0-5-hour,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982627,,0,,context_module_item student-view discussion_topic also_assignment indent_0 _requirement DiscussionTopic_11593468 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Discussion Topic Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour 15 9 discussion_topic 26982627 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has 
mi-mth-252-26982628,26982628,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,110,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells,Assignment,assignment,10586033,obj-mth-252-assignment-10586033,00130-mth-252-module-item-achieve-2-3-volumes-of-revolution-cylindrical-shells,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982628,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586033,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Achieve - 2.3 Volumes of Revolution: Cylindrical Shells Achieve - 2.3 Volumes of Revolution: Cylindrical Shells 100 10 assignment 26982628 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has be
mi-mth-252-26982629,26982629,2080857,MTH-252,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,15,111,Acheive - 2.4 Arc Length of a Curve (NO Surface Area),Assignment,assignment,10586024,obj-mth-252-assignment-10586024,00131-mth-252-module-item-acheive-2-4-arc-length-of-a-curve-no-surface-area,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982629,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586024,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Acheive - 2.4 Arc Length of a Curve (NO Surface Area) Acheive - 2.4 Arc Length of a Curve (NO Surface Area) 100 11 assignment 26982629 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been v
mi-mth-252-26982630,26982630,2080857,MTH-252,mod-mth-252-016-mini-exam-4-available-tuesday-thursday-of-week-9,16,112,Mini-Exam 4 --> Tuesday to Thursday,Assignment,assignment,10586052,obj-mth-252-assignment-10586052,00132-mth-252-module-item-mini-exam-4-tuesday-to-thursday,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982630,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586052,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Mini-Exam 4 --> Tuesday to Thursday Mini-Exam 4 --> Tuesday to Thursday 50 1 assignment 26982630 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must m
mi-mth-252-26982631,26982631,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,113,Module 9 — Overview,Page,page,module-9-overview,obj-mth-252-page-module-9-overview,00133-mth-252-module-item-module-9-overview-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982631,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724891 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 9 — Overview Module 9 — Overview 1 wiki_page 26982631 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to comp
mi-mth-252-26982632,26982632,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,114,Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours,Page,page,module-9-learning-materials-and-practice-activities-3-5-hours-2,obj-mth-252-page-module-9-learning-materials-and-practice-activities-3-5-hours-2,00134-mth-252-module-item-module-9-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u20,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982632,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724890 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours 2 wiki_page 26982632 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Modu
mi-mth-252-26982633,26982633,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,115,"Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7",Attachment,file,119223598,obj-mth-252-file-119223598,00135-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982633,,2,,context_module_item student-view attachment indent_2 _requirement Attachment_119223598,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,"Attachment Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 3 attachment 26982633 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is "
mi-mth-252-26982634,26982634,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,116,Dr. G's Videos --> 2.5,Page,page,dr-gs-videos-%3E-2-dot-5,obj-mth-252-page-dr-gs-videos-3e-2-dot-5,00136-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982634,,2,,context_module_item student-view wiki_page indent_2 _requirement WikiPage_10724861 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Dr. G's Videos --> 2.5 Dr. G's Videos --> 2.5 4 wiki_page 26982634 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order t
mi-mth-252-26982635,26982635,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,117,RQ-2.5,Quiz,quiz,3167668,obj-mth-252-quiz-3167668,00137-mth-252-module-item-rq-2-5-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982635,,0,,context_module_item student-view lti-quiz also_assignment indent_0 _requirement Quiz_3167668,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz RQ-2.5 RQ-2.5 10 5 quiz 26982635 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item
mi-mth-252-26982636,26982636,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,118,Module 9 — Written Homework (WHW 9) 🕓 3 hours,Assignment,assignment,10586062,obj-mth-252-assignment-10586062,00138-mth-252-module-item-module-9-written-homework-whw-9-3-hours,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982636,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586062,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Module 9 — Written Homework (WHW 9) 🕓 3 hours Module 9 — Written Homework (WHW 9) 🕓 3 hours 20 6 assignment 26982636 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is com
mi-mth-252-26982637,26982637,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,119,Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,Discussion Topic,discussion,11593467,obj-mth-252-discussion-11593467,00139-mth-252-module-item-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982637,,0,,context_module_item student-view discussion_topic also_assignment indent_0 _requirement DiscussionTopic_11593467 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Discussion Topic Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour 15 7 discussion_topic 26982637 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module 
mi-mth-252-26982638,26982638,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,120,Achieve - 2.5 - 1 Physical Applications,Assignment,assignment,10586034,obj-mth-252-assignment-10586034,00140-mth-252-module-item-achieve-2-5-1-physical-applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982638,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586034,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Achieve - 2.5 - 1 Physical Applications Achieve - 2.5 - 1 Physical Applications 100 8 assignment 26982638 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark do
mi-mth-252-26982639,26982639,2080857,MTH-252,mod-mth-252-017-module-9-applications-of-integration-real-world,17,121,Achieve - 2.5 - 2 Physical Applications,Assignment,assignment,10586036,obj-mth-252-assignment-10586036,00141-mth-252-module-item-achieve-2-5-2-physical-applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982639,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586036,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Achieve - 2.5 - 2 Physical Applications Achieve - 2.5 - 2 Physical Applications 100 9 assignment 26982639 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark do
mi-mth-252-26982640,26982640,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,122,Mini-Exam Retake Sign Up,Quiz,quiz,3167661,obj-mth-252-quiz-3167661,00142-mth-252-module-item-mini-exam-retake-sign-up-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982640,,0,,context_module_item student-view lti-quiz indent_0 _requirement Quiz_3167661,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz Mini-Exam Retake Sign Up Mini-Exam Retake Sign Up 1 quiz 26982640 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to
mi-mth-252-26982641,26982641,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,123,Module 10 - Overview,Page,page,module-10-overview,obj-mth-252-page-module-10-overview,00143-mth-252-module-item-module-10-overview-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982641,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724875 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 10 - Overview Module 10 - Overview 2 wiki_page 26982641 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to co
mi-mth-252-26982643,26982643,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,124,Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours,Page,page,module-10-learning-materials-and-practice-activities-3-5-hours-2,obj-mth-252-page-module-10-learning-materials-and-practice-activities-3-5-hours-2,00144-mth-252-module-item-module-10-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u2,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982643,,0,,context_module_item student-view wiki_page indent_0 _requirement WikiPage_10724874 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours 3 wiki_page 26982643 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Mo
mi-mth-252-26982644,26982644,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,125,"Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7",Attachment,file,119223598,obj-mth-252-file-119223598,00145-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982644,,2,,context_module_item student-view attachment indent_2 _requirement Attachment_119223598,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,"Attachment Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7 4 attachment 26982644 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is "
mi-mth-252-26982645,26982645,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,126,Dr G's Videos --> 3.7,Page,page,dr-gs-videos-%3E-3-dot-7,obj-mth-252-page-dr-gs-videos-3e-3-dot-7,00146-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982645,,2,,context_module_item student-view wiki_page indent_2 _requirement WikiPage_10724864 dupeable,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Page Dr G's Videos --> 3.7 Dr G's Videos --> 3.7 5 wiki_page 26982645 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to 
mi-mth-252-26982646,26982646,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,127,RQ-3.7,Quiz,quiz,3167657,obj-mth-252-quiz-3167657,00147-mth-252-module-item-rq-3-7-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982646,,0,,context_module_item student-view lti-quiz also_assignment indent_0 _requirement Quiz_3167657,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Quiz RQ-3.7 RQ-3.7 10 6 quiz 26982646 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item
mi-mth-252-26982647,26982647,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,128,Reflection 3,Assignment,assignment,10586064,obj-mth-252-assignment-10586064,00148-mth-252-module-item-reflection-3,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982647,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586064,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Reflection 3 Reflection 3 100 7 assignment 26982647 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complet
mi-mth-252-26982648,26982648,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,129,Achieve - 3.7 Improper Integrals,Assignment,assignment,10586041,obj-mth-252-assignment-10586041,00149-mth-252-module-item-achieve-3-7-improper-integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982648,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586041,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Achieve - 3.7 Improper Integrals Achieve - 3.7 Improper Integrals 100 8 assignment 26982648 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark t
mi-mth-252-26982649,26982649,2080857,MTH-252,mod-mth-252-018-module-10-applications-of-integration-real-world,18,130,Module 10 — Written Homework (WHW 10) 🕓 3 hours,Assignment,assignment,10586054,obj-mth-252-assignment-10586054,00150-mth-252-module-item-module-10-written-homework-whw-10-3-hours,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982649,,0,,context_module_item student-view cannot-duplicate show_assignment_menu assignment also_assignment indent_0 _requirement Assignment_10586054,captured,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://canvas.oregonstate.edu/courses/2080857/modules,Assignment Module 10 — Written Homework (WHW 10) 🕓 3 hours Module 10 — Written Homework (WHW 10) 🕓 3 hours 20 9 assignment 26982649 1 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is
