object_id,course_id,course_code,object_type,title,primary_category,classification_labels,importance,actionability,confidence,due_text,available_text,points_text,estimated_time,module_ids,module_titles,module_item_ids,issue_types,evidence_count,reason
obj-mth-252-file-119223466,2080857,MTH-252,file,Lecture-2.3-2.4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|file_reference,medium,prep_required,medium,,,,,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,Module 8: Application of Integration - Graphical and Real-World,mi-mth-252-26982622,redirected,3,prep/reading title/text signal|file object
obj-mth-252-file-119223595,2080857,MTH-252,file,Lecture-3.1-3.2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|file_reference,medium,prep_required,medium,,,,,mod-mth-252-011-module-5-techniques-to-solve-integrals,Module 5: Techniques to Solve Integrals,mi-mth-252-26982590,redirected,3,prep/reading title/text signal|file object
obj-mth-252-file-119363995,2080857,MTH-252,file,ME1-U26-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223455,2080857,MTH-252,file,ME2-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223623,2080857,MTH-252,file,ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223452,2080857,MTH-252,file,ME4-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223484,2080857,MTH-252,file,MLC Hours.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,mod-mth-252-003-tutoring-support-and-course-resources,Tutoring Support and Course Resources,mi-mth-252-26982536,redirected,3,file object
obj-mth-252-file-119353385,2080857,MTH-252,file,MTH 252Z-400 Syllabus U26 Gilliam-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup|file_reference,high,action_required,high,,,,,,,,,1,critical setup title/text signal|file object
obj-mth-252-file-119353386,2080857,MTH-252,file,MTH 252Z-401 Syllabus U26 Gilliam-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup|file_reference,high,action_required,high,,,,,,,,,1,critical setup title/text signal|file object
obj-mth-252-file-119246095,2080857,MTH-252,file,MTH-252-Online-Course-Calendar.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup|file_reference,high,action_required,high,,,,,,,,,1,critical setup title/text signal|file object
obj-mth-252-file-119223497,2080857,MTH-252,file,Unit-1-Student-Study-Guide-Key.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223514,2080857,MTH-252,file,Unit-1-Student-Study-Guide.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223459,2080857,MTH-252,file,WHW1-Key-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223581,2080857,MTH-252,file,WHW1-Key.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,mod-mth-252-001-keys-solutions,Keys/Solutions,mi-mth-252-26982502,redirected,3,file object
obj-mth-252-file-119223574,2080857,MTH-252,file,WHW3-Template-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223566,2080857,MTH-252,file,WHW4-Template-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-file-119223525,2080857,MTH-252,file,WHW4-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),file_reference,file_reference,low,reference_only,medium,,,,,,,,,1,file object
obj-mth-252-grades-https-canvas-oregonstate-edu-courses-2080857-grades,2080857,MTH-252,grades,Grades for Jacob Peterson: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,course_navigation_surface|prep_reading|lecture_video,low,reference_only,high,Jun 29 by 11:59pm,,10,3 hours,,,,,1,course navigation/index surface|prep/reading title/text signal|video title/link signal
obj-mth-252-module-item-26982660,2080857,MTH-252,module_item,Application: Area under curve: Distance,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982660,,2,video title/link signal
obj-mth-252-module-item-26982662,2080857,MTH-252,module_item,"Application: Area under the graph, table",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982662,,2,video title/link signal
obj-mth-252-module-item-26982696,2080857,MTH-252,module_item,Application: Average value of investment,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982696,,2,video title/link signal
obj-mth-252-module-item-26982773,2080857,MTH-252,module_item,Arc length 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982773,,2,video title/link signal
obj-mth-252-module-item-26982774,2080857,MTH-252,module_item,Arc length 1 continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982774,,2,video title/link signal
obj-mth-252-module-item-26982775,2080857,MTH-252,module_item,Arc length 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982775,,2,video title/link signal
obj-mth-252-module-item-26982776,2080857,MTH-252,module_item,Arc length 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982776,,2,video title/link signal
obj-mth-252-module-item-26982777,2080857,MTH-252,module_item,Arc length 4,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982777,,2,video title/link signal
obj-mth-252-module-item-26982680,2080857,MTH-252,module_item,Area Accumulation Graph Analysis (OpenStax Specific),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982680,,2,prep/reading title/text signal|video title/link signal
obj-mth-252-module-item-26982758,2080857,MTH-252,module_item,"Area between curves , respect to y",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982758,,2,video title/link signal
obj-mth-252-module-item-26982755,2080857,MTH-252,module_item,Area between curves 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982755,,2,video title/link signal
obj-mth-252-module-item-26982756,2080857,MTH-252,module_item,Area between curves 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982756,,2,video title/link signal
obj-mth-252-module-item-26982757,2080857,MTH-252,module_item,Area between curves 4,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982757,,2,video title/link signal
obj-mth-252-module-item-26982661,2080857,MTH-252,module_item,"Area under curve, more rectangles",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982661,,2,video title/link signal
obj-mth-252-module-item-26982663,2080857,MTH-252,module_item,Area under curve: Left Sum,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982663,,2,video title/link signal
obj-mth-252-module-item-26982659,2080857,MTH-252,module_item,Area under curve: Rectangles,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982659,,2,video title/link signal
obj-mth-252-module-item-26982664,2080857,MTH-252,module_item,Area under curve: Right Sum,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982664,,2,video title/link signal
obj-mth-252-module-item-26982700,2080857,MTH-252,module_item,"Area under the curve: Interpretation, velocity",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982700,,2,video title/link signal
obj-mth-252-module-item-26982695,2080857,MTH-252,module_item,Average temperature,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982695,,2,video title/link signal
obj-mth-252-module-item-26982692,2080857,MTH-252,module_item,Average value of a function,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982692,,2,video title/link signal
obj-mth-252-module-item-26982694,2080857,MTH-252,module_item,Average value of f continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982694,,2,video title/link signal
obj-mth-252-module-item-26982693,2080857,MTH-252,module_item,Average Value: Find C Value(s) (Alta Specific),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982693,,2,video title/link signal
obj-mth-252-module-item-26982538,2080857,MTH-252,module_item,CamScanner: Making ONE pdf with multiple pages,critical_setup,critical_setup|lecture_video,high,action_required,high,,,,,mod-mth-252-003-tutoring-support-and-course-resources,Tutoring Support and Course Resources,mi-mth-252-26982538,,2,critical setup title/text signal|video title/link signal
obj-mth-252-module-item-26982672,2080857,MTH-252,module_item,Convert Riemann sum to integrals,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982672,,2,video title/link signal
obj-mth-252-module-item-26982677,2080857,MTH-252,module_item,Definite integral: Constant*function,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982677,,2,video title/link signal
obj-mth-252-module-item-26982676,2080857,MTH-252,module_item,Definite integral: Function plus constant,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982676,,2,video title/link signal
obj-mth-252-module-item-26982675,2080857,MTH-252,module_item,Definite integral: Intro and application,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982675,,2,video title/link signal
obj-mth-252-module-item-26982673,2080857,MTH-252,module_item,Definite integral: Properties continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982673,,2,video title/link signal
obj-mth-252-module-item-26982671,2080857,MTH-252,module_item,Definite integral: Setting up the integral,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982671,,2,video title/link signal
obj-mth-252-module-item-26982678,2080857,MTH-252,module_item,Definite integral: Trig,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982678,,2,video title/link signal
obj-mth-252-module-item-26982670,2080857,MTH-252,module_item,Definite integral: Using geometry,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982670,,2,video title/link signal
obj-mth-252-module-item-26982674,2080857,MTH-252,module_item,Definite integrals: Properties,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982674,,2,video title/link signal
obj-mth-252-module-item-26982764,2080857,MTH-252,module_item,Disc method around y=1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982764,,2,video title/link signal
obj-mth-252-module-item-26982761,2080857,MTH-252,module_item,Disk method 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982761,,2,video title/link signal
obj-mth-252-module-item-26982762,2080857,MTH-252,module_item,Disk method 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982762,,2,video title/link signal
obj-mth-252-module-item-26982763,2080857,MTH-252,module_item,Disk method 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982763,,2,video title/link signal
obj-mth-252-module-item-26982717,2080857,MTH-252,module_item,Example problems: Exponentials,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-027-1-6-exponentials-and-logarithms,1.6 Exponentials and Logarithms,mi-mth-252-26982717,,2,video title/link signal
obj-mth-252-module-item-26982690,2080857,MTH-252,module_item,Find antiderivative 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982690,,2,video title/link signal
obj-mth-252-module-item-26982691,2080857,MTH-252,module_item,Find antiderivative 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982691,,2,video title/link signal
obj-mth-252-module-item-26982683,2080857,MTH-252,module_item,FToC: Example,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982683,,2,video title/link signal
obj-mth-252-module-item-26982686,2080857,MTH-252,module_item,FToC: Example using area,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982686,,2,video title/link signal
obj-mth-252-module-item-26982684,2080857,MTH-252,module_item,FToC: Polynomial example,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982684,,2,video title/link signal
obj-mth-252-module-item-26982682,2080857,MTH-252,module_item,FToC: Setup and solve,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982682,,2,video title/link signal
obj-mth-252-module-item-26982685,2080857,MTH-252,module_item,FToC: Trig example,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982685,,2,video title/link signal
obj-mth-252-module-item-26982679,2080857,MTH-252,module_item,Fundamental Theorem of Calc (FToC): Area function,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982679,,2,video title/link signal
obj-mth-252-module-item-26982681,2080857,MTH-252,module_item,Fundamental Theorem of Calc (FToC): Definite integrals,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982681,,2,video title/link signal
obj-mth-252-module-item-26982702,2080857,MTH-252,module_item,Future value,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982702,,2,video title/link signal
obj-mth-252-module-item-26982530,2080857,MTH-252,module_item,Gradescope Submission Using Computer (no audio),critical_setup,required_ungraded_task|critical_setup,high,action_required,high,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982530,external_tool,2,module requirement marker|critical setup title/text signal
obj-mth-252-module-item-26982529,2080857,MTH-252,module_item,Gradescope Submission Using Phone (no audio),critical_setup,required_ungraded_task|critical_setup,high,action_required,high,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982529,external_tool,2,module requirement marker|critical setup title/text signal
obj-mth-252-module-item-26982785,2080857,MTH-252,module_item,Hydrostatic force: Horizontal plate,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982785,,2,video title/link signal
obj-mth-252-module-item-26982787,2080857,MTH-252,module_item,Hydrostatic force: Semicircle window,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982787,,2,video title/link signal
obj-mth-252-module-item-26982786,2080857,MTH-252,module_item,Hydrostatic force: Vertical isosceles triangle,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982786,,2,video title/link signal
obj-mth-252-module-item-26982790,2080857,MTH-252,module_item,"Improper integral 3, exponential integrand",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982790,,2,video title/link signal
obj-mth-252-module-item-26982791,2080857,MTH-252,module_item,"Improper integral 4, rational integrand",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982791,,2,video title/link signal
obj-mth-252-module-item-26982792,2080857,MTH-252,module_item,"Improper integral 5, rational integrand",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982792,,2,video title/link signal
obj-mth-252-module-item-26982793,2080857,MTH-252,module_item,Improper integral: +infinity to -infinity,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982793,,2,video title/link signal
obj-mth-252-module-item-26982794,2080857,MTH-252,module_item,Improper integral: Discontinuous integrand 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982794,,2,video title/link signal
obj-mth-252-module-item-26982795,2080857,MTH-252,module_item,Improper integral: Discontinuous integrand 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982795,,2,video title/link signal
obj-mth-252-module-item-26982789,2080857,MTH-252,module_item,"Improper integrals 2, exponential integrand",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982789,,2,video title/link signal
obj-mth-252-module-item-26982725,2080857,MTH-252,module_item,Indefinite integral: Example 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982725,,2,video title/link signal
obj-mth-252-module-item-26982726,2080857,MTH-252,module_item,Indefinite integral: Example 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982726,,2,video title/link signal
obj-mth-252-module-item-26982727,2080857,MTH-252,module_item,"Indefinite integral: Example 4, exponential",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982727,,2,video title/link signal
obj-mth-252-module-item-26982731,2080857,MTH-252,module_item,"Indefinite integral: Exponential and trig, IBP twice and solve",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982731,,2,video title/link signal
obj-mth-252-module-item-26982730,2080857,MTH-252,module_item,"Indefinite integral: Exponential, IBP twice",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982730,external_tool,2,video title/link signal
obj-mth-252-module-item-26982728,2080857,MTH-252,module_item,Indefinite integral: log,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982728,,2,video title/link signal
obj-mth-252-module-item-26982729,2080857,MTH-252,module_item,Indefinite integral: Trig times linear,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982729,,2,video title/link signal
obj-mth-252-module-item-26982718,2080857,MTH-252,module_item,Integrating exponentials: example 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-027-1-6-exponentials-and-logarithms,1.6 Exponentials and Logarithms,mi-mth-252-26982718,,2,video title/link signal
obj-mth-252-module-item-26982719,2080857,MTH-252,module_item,Integrating exponentials: Example 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-027-1-6-exponentials-and-logarithms,1.6 Exponentials and Logarithms,mi-mth-252-26982719,,2,video title/link signal
obj-mth-252-module-item-26982720,2080857,MTH-252,module_item,Integrating Natural Log (Alta Specific),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-027-1-6-exponentials-and-logarithms,1.6 Exponentials and Logarithms,mi-mth-252-26982720,,2,video title/link signal
obj-mth-252-module-item-26982747,2080857,MTH-252,module_item,Integration using long division,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982747,,2,video title/link signal
obj-mth-252-module-item-26982753,2080857,MTH-252,module_item,Integration with long division,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982753,,2,video title/link signal
obj-mth-252-module-item-26982752,2080857,MTH-252,module_item,Integration with PFD,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982752,,2,video title/link signal
obj-mth-252-module-item-26982704,2080857,MTH-252,module_item,Integration: Odd/Even function continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982704,,2,video title/link signal
obj-mth-252-module-item-26982703,2080857,MTH-252,module_item,Integration: Odd/Even functions,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982703,,2,video title/link signal
obj-mth-252-module-item-26982669,2080857,MTH-252,module_item,Intro: Definite Integral,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982669,,2,video title/link signal
obj-mth-252-module-item-26982697,2080857,MTH-252,module_item,Intro: Net change theorem,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982697,,2,video title/link signal
obj-mth-252-module-item-26982754,2080857,MTH-252,module_item,Intro. Area between curves,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982754,,2,video title/link signal
obj-mth-252-module-item-26982788,2080857,MTH-252,module_item,Intro. Improper integrals,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982788,,2,video title/link signal
obj-mth-252-module-item-26982723,2080857,MTH-252,module_item,Intro. indefinite integral continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982723,,2,video title/link signal
obj-mth-252-module-item-26982721,2080857,MTH-252,module_item,Intro. Integration by Parts,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982721,,2,video title/link signal
obj-mth-252-module-item-26982724,2080857,MTH-252,module_item,Intro. Integration by Parts example 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982724,,2,video title/link signal
obj-mth-252-module-item-26982722,2080857,MTH-252,module_item,Intro. Integration by Parts: Definite integral,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-028-3-1-integration-by-parts,3.1 Integration by Parts,mi-mth-252-26982722,,2,video title/link signal
obj-mth-252-module-item-26982751,2080857,MTH-252,module_item,Intro. Integration with PFD,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982751,,2,video title/link signal
obj-mth-252-module-item-26982748,2080857,MTH-252,module_item,Intro. Partial fraction decomposition (PFD),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982748,,2,video title/link signal
obj-mth-252-module-item-26982768,2080857,MTH-252,module_item,Intro. shell method,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-034-2-3-volumes-of-revolution-shell-method,2.3 Volumes of Revolution: Shell Method,mi-mth-252-26982768,,2,video title/link signal
obj-mth-252-module-item-26982705,2080857,MTH-252,module_item,Intro. Substitution,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982705,,2,video title/link signal
obj-mth-252-module-item-26982706,2080857,MTH-252,module_item,Intro. Substitution continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982706,,2,video title/link signal
